Pathological_type,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Appendiceal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal,Ileal
hsa-miR-33b(1),-15.94971592,-14.54959309,-16.16603382,-14.47541953,-13.65172588,-29.89735285,-17.2069183,-15.94971592,-14.01509192,-15.05382432,-15.21457767,-14.68364106,-17.0855768,-12.8104288,-14.83986874,-11.66505842,-12.09812183,-16.4333177,-14.58461168,-11.48088517,-12.33928347,-10.61919382,-12.40358339,-9.852337146,-12.73883192,-11.01318532,-14.32275933,-12.52527851,-10.03412089,-11.88111041,-9.37572462,-12.12272663
hsa-miR-95(1),-12.04232016,-11.29569449,-11.94122063,-12.5172385,-10.30483377,-15.68364106,-13.8483552,-12.52816449,-14.01509192,-11.02868702,-9.58193459,-10.05164842,-13.7636487,-9.749844815,-9.700624672,-8.704677163,-11.13374495,-11.37644648,-10.3413764,-10.45109339,-11.43440732,-11.89930239,-10.10320673,-10.86649716,-10.48060686,-10.43251,-9.33373761,-13.30951675,-11.50246735,-10.73842765,-11.92592157,-11.8920463
hsa-miR-424(1),-13.01060839,-10.26656849,-13.36475342,-11.37897247,-8.277952722,-15.36475342,-13.46070637,-11.00593996,-11.51290213,-10.07920448,-14.06367211,-13.16968496,-29.89735285,-14.94061371,-13.36171296,-13.04980608,-14.86979237,-15.10883842,-13.87628613,-14.08858974,-15.39551567,-29.89735285,-12.99902308,-11.12184545,-13.3586789,-13.50362724,-13.94971592,-13.19407108,-12.0311606,-12.58848948,-29.89735285,-12.28250644
hsa-miR-330(1),-11.17662096,-11.20334532,-11.31290043,-12.35172468,-11.55692463,-29.89735285,-14.91364666,-11.39800911,-15.60244497,-9.97697092,-10.68779716,-9.50431335,-14.76565663,-10.27537792,-10.91123028,-11.34463123,-12.5976887,-11.81181297,-10.44467122,-11.0360569,-10.71787135,-9.034230565,-11.36243069,-10.15902965,-11.1118046,-11.09690791,-10.77272665,-10.995661,-10.28947354,-9.927700742,-10.48534957,-10.49571915
hsa-miR-127(1),-8.636328261,-9.447471736,-8.386734989,-8.456172043,-12.72214445,-8.352134298,-7.708124298,-7.704868288,-6.681500107,-11.78941555,-11.86217788,-8.749059997,-9.668543556,-10.44242106,-11.69313517,-9.277544832,-8.573028899,-7.314326801,-11.05602807,-7.636206275,-11.90043808,-29.89735285,-11.88900631,-13.94288388,-13.81678512,-11.91793882,-11.89087884,-11.13074954,-10.12584888,-11.42895552,-10.14831329,-12.26313738
hsa-miR-26a(2),-8.462711393,-5.870720423,-6.682308721,-6.152554937,-4.92582057,-9.196083624,-6.839960791,-7.060591489,-6.548719376,-6.533015914,-5.038136295,-4.732837741,-8.95623717,-4.889199495,-4.557557139,-4.320545242,-7.305493392,-6.866611976,-5.726524577,-5.560094991,-6.149827227,-4.910616141,-6.120120719,-4.860300719,-5.296075236,-5.65789927,-4.216673395,-5.735832812,-5.827527395,-4.897421348,-6.62130628,-5.878999839
hsa-miR-15b(1),-15.53239748,-11.63241093,-14.62050147,-15.0440433,-11.87295984,-15.68364106,-13.83986874,-14.80641344,-11.35243746,-15.43971547,-11.7471742,-11.57641131,-12.72884722,-12.18082809,-11.54235456,-11.62009724,-13.75564483,-14.29349473,-13.50027992,-13.08886624,-13.28416771,-12.38472812,-12.07592763,-9.906825041,-10.72449566,-11.7950798,-12.15322856,-13.08715781,-14.63878682,-11.83854194,-11.56335024,-11.40980718
hsa-miR-139(1),-17.53376561,-12.08290182,-13.27542977,-13.24588066,-11.64603226,-29.89735285,-13.72601966,-12.57100237,-10.95650592,-16.23112885,-10.7629516,-12.55447086,-15.49860916,-11.50780974,-11.56828358,-12.88452102,-13.13373847,-11.82659248,-10.97143049,-11.83960434,-11.26099375,-10.38472812,-12.50909166,-12.60972163,-10.33316056,-10.75157988,-10.75721708,-14.15809964,-10.85861066,-10.50353718,-10.92592157,-12.35581757
hsa-miR-486(1),-11.51180638,-12.85650664,-9.640476167,-13.41114632,-14.42377393,-11.80264627,-9.971930254,-10.56705742,-7.963738552,-13.87845723,-8.757554219,-9.017947595,-7.047476485,-9.801539923,-8.820888868,-11.30403104,-8.822676952,-10.82552915,-10.71488091,-11.9330684,-9.20550627,-8.824012768,-9.89816897,-10.09591762,-10.12429577,-9.341012395,-10.48575084,-11.0365326,-10.73307933,-9.859769707,-9.411348674,-9.868685938
hsa-miR-502(1),-13.72601966,-13.19954364,-13.51202968,-15.02949499,-13.72601966,-29.89735285,-14.30512943,-12.28185971,-12.79301005,-12.54678482,-12.00694012,-11.37189704,-14.1793552,-11.69822212,-12.30761394,-12.8808057,-12.36821211,-13.48862507,-13.26643166,-12.29786855,-12.45385077,-11.18309392,-12.99902308,-11.60607422,-12.77120297,-12.06994192,-11.81274686,-12.09577079,-11.05200676,-11.86489811,-14.14758816,-12.22516925
hsa-miR-361(1),-11.67619058,-10.10317658,-11.67208421,-11.33598659,-10.11715754,-12.36336161,-11.85279864,-11.39625431,-12.60036497,-10.44623232,-9.36286188,-8.13926183,-11.48648335,-9.588676087,-9.22164989,-9.037871148,-11.75523084,-11.17258589,-10.23713232,-9.850290199,-12.05821059,-9.899301012,-10.81427872,-9.868795194,-10.51674383,-10.58961172,-9.180176821,-10.57860926,-10.80708017,-9.679474415,-10.73327579,-10.94763726
hsa-miR-324-3p(1),-12.10790836,-12.40745787,-12.52373998,-11.33690806,-12.19562675,-12.64089536,-12.87112121,-11.56902855,-11.35243746,-12.70045301,-11.17678794,-10.7682686,-11.27903905,-10.68044836,-12.0143815,-12.17837857,-12.13374495,-11.98331816,-12.89796937,-12.21785214,-10.52551454,-10.61919382,-11.70736426,-10.84126557,-10.82003902,-11.39856207,-11.52309021,-12.28965411,-10.31804244,-11.67205126,-10.34095907,-11.32537436
hsa-let-7c(1),-11.11244648,-8.026438083,-8.912219005,-8.800503251,-10.21678901,-11.48326226,-8.369136279,-8.575898684,-7.610713314,-9.998848889,-9.601392271,-8.716149631,-11.50188566,-9.201242794,-8.768790182,-9.952577891,-11.25678663,-10.66248632,-10.31229863,-9.46262385,-10.93147277,-9.949099706,-9.251454351,-10.51404724,-9.532356879,-9.946960707,-9.405359855,-9.308725133,-9.352406339,-9.129629883,-10.04957977,-10.46265133
hsa-miR-181a(2),-13.83353649,-11.90212121,-10.7860414,-11.16024418,-12.35458546,-15.36475342,-10.45983037,-10.03290824,-9.076801459,-12.9857034,-9.780907355,-9.073424347,-11.08639532,-10.31358326,-9.531588964,-10.81033295,-10.87071055,-11.7421245,-10.47044933,-10.50389955,-10.63593048,-11.70665525,-10.2391745,-11.06131483,-10.15540535,-9.412611565,-10.04176195,-10.65292862,-11.00189591,-10.2371863,-9.209714898,-9.836128029
hsa-miR-135a(2),-12.32471923,-8.272796098,-10.88918141,-12.37046396,-7.032776561,-10.8149257,-17.07358757,-10.66948782,-13.27843688,-7.671781178,-9.925729316,-13.88936201,-17.0855768,-11.49639005,-10.90911475,-16.38313194,-13.86979237,-13.42853792,-11.71947593,-18.42060665,-12.58827624,-29.89735285,-17.34420358,-17.81055317,-16.4333177,-9.970998941,-9.448346313,-14.4787096,-11.06103123,-14.06614459,-29.89735285,-11.01985003
hsa-miR-1179(1),-10.33450116,-9.885993181,-12.50193587,-14.8741183,-9.839909721,-12.87793587,-29.89735285,-11.4443194,-15.60244497,-11.6602783,-12.3873846,-13.29204697,-18.08758473,-11.69067232,-12.59088169,-12.56676855,-16.4590808,-14.91364666,-14.20910254,-16.67455795,-14.94971592,-12.70666007,-15.08858974,-12.00945399,-13.16817027,-13.88717445,-12.01156117,-14.15809964,-13.0311606,-13.21326175,-14.73386041,-13.23143407
hsa-miR-98(1),-13.02321198,-10.22354692,-11.70228829,-12.29372651,-9.915062499,-12.43736099,-12.21350154,-11.71474997,-12.51289792,-9.08694518,-8.998938198,-8.637791171,-12.20130904,-9.356788686,-8.845759543,-8.590200973,-11.32104198,-10.24969945,-10.07375237,-11.91136642,-11.66224082,-8.892874504,-10.69469811,-10.42622741,-11.24546729,-11.37967578,-8.58479225,-10.85837762,-10.27943168,-10.50449672,-11.48534957,-11.22064851
hsa-miR-30b(1),-11.83373658,-9.741721777,-10.74918663,-10.94134829,-8.894967021,-13.36323239,-10.61231645,-10.37281114,-9.767473701,-9.837139822,-8.728694813,-9.149160004,-11.61066425,-9.200537257,-8.725183582,-8.48489258,-10.08063322,-10.53640935,-10.00427356,-10.08570221,-9.889687692,-9.848674417,-9.908311831,-7.768975517,-9.124643622,-8.563250369,-8.715027613,-10.01321663,-8.939989328,-8.966612629,-10.38773827,-8.663466404
hsa-miR-30a(1),-9.276785773,-6.703310986,-7.070771589,-6.373499604,-9.215713799,-10.2136146,-6.924376047,-7.379826187,-7.520878467,-7.919907662,-8.706425615,-9.442556571,-11.13802703,-9.144536133,-8.040106091,-9.537938934,-7.895339311,-8.170986246,-7.531016498,-6.626486387,-9.302825043,-8.577372642,-8.752542779,-9.53920499,-9.151025521,-8.013185689,-9.044249696,-9.005770857,-8.285501341,-8.872347831,-6.913097476,-8.658276486
hsa-miR-452(1),-15.53239748,-14.48531234,-13.42536018,-15.05382432,-15.53239748,-15.68364106,-12.82574385,-14.06120385,-14.01509192,-15.97737226,-13.96809445,-13.85048464,-15.27621674,-12.01362967,-12.86305897,-15.26481198,-12.50147569,-12.31711637,-11.57701062,-13.46233378,-14.74174401,-12.70666007,-14.95887592,-14.65730691,-13.10079353,-14.08858974,-13.55305695,-14.39240976,-12.77207057,-11.56506275,-11.92592157,-13.60065169
hsa-miR-129-5p(2),-12.28624879,-12.79786121,-12.59120214,-12.70898616,-14.61687204,-9.267436881,-10.74962622,-13.20011376,-10.20804584,-12.8842265,-11.14449531,-9.464127064,-9.123499722,-9.949608916,-11.45108128,-11.07759475,-11.20774383,-9.663755411,-10.41952148,-10.59869731,-14.27335709,-9.458728493,-11.52887623,-11.28282991,-13.33911153,-10.18578838,-9.943839843,-11.62149662,-10.19371453,-10.52630157,-8.37572462,-11.87724644
hsa-miR-26b(1),-11.01061137,-8.2897891,-9.753114101,-8.563735595,-7.916664823,-12.20405648,-9.129894965,-9.855544,-8.980803464,-8.705155172,-7.269065299,-6.381095441,-10.80404878,-7.102777744,-6.467324816,-5.895332355,-10.12771514,-9.114341052,-9.038232147,-8.843158607,-8.704780699,-6.971946191,-8.245590764,-7.047960353,-7.582884394,-8.468258777,-6.256937225,-8.249852706,-7.972270412,-7.904432492,-9.472874881,-8.066101673
hsa-miR-19a(1),-13.36475342,-10.37351336,-10.63601542,-11.67948033,-10.50807233,-13.29349473,-10.87843279,-11.69976659,-10.31496092,-9.65697726,-13.25644424,-12.72577532,-15.08858974,-12.19968615,-12.26390348,-11.73278469,-11.4938165,-12.34623793,-12.27959127,-12.80800583,-12.53900213,-10.70665525,-11.84938226,-10.38889263,-11.9950543,-11.85014372,-11.54492142,-12.2700256,-10.80708017,-11.5431293,-10.92592157,-10.8425101
hsa-miR-147(1),-13.44614174,-14.18471839,-12.85576856,-15.16603382,-14.27621674,-11.13070102,-14.29060066,-11.94320767,-13.60065169,-14.15283433,-17.14497221,-19.60964047,-13.91587476,-14.20637275,-15.49860916,-17.6775793,-15.45259676,-12.71241941,-14.20637275,-19.33702002,-14.86547938,-29.89735285,-17.92796633,-18.61542283,-16.18740747,-13.88717445,-14.38621792,-17.48002774,-13.31833161,-13.94288388,-13.73386041,-13.81055317
hsa-miR-769(1),-8.366755535,-10.13640555,-10.89194486,-11.35825464,-11.67113354,-7.558585193,-11.51008436,-9.855140415,-10.74238151,-10.70525513,-10.7308661,-11.24896718,-9.724451726,-10.43552572,-11.86612012,-11.92486661,-9.316121005,-9.381113238,-11.35582135,-12.18365758,-11.60496381,-10.61919382,-12.75983132,-11.60322575,-12.53980085,-11.70935328,-11.19834983,-12.12192261,-10.1132756,-11.49571499,-11.14831492,-12.62570746
hsa-let-7g(1),-9.883122565,-7.475681437,-8.817068146,-9.475386672,-7.657701595,-10.80264627,-8.430960686,-8.602602552,-7.744435825,-7.932657694,-6.529429193,-6.337860929,-9.622176347,-6.780256099,-6.274378874,-6.16002597,-8.441121784,-8.19322462,-7.750718925,-8.584198006,-8.464626954,-7.455599352,-7.182981758,-7.203977565,-7.454597879,-7.779013722,-6.202014631,-8.317462888,-7.289031922,-7.971318605,-8.7164682,-7.645994405
hsa-miR-323a(1),-29.89735285,-19.18310734,-18.55861647,-17.39551567,-18.79406505,-29.89735285,-17.16179683,-19.49860916,-29.89735285,-19.93445685,-18.0285303,-13.57577702,-17.0855768,-18.14916,-16.58107132,-13.06531584,-15.13455559,-15.4787096,-17.77776323,-12.51235837,-19.40549976,-29.89735285,-17.19172047,-18.86117924,-18.55305695,-18.41051783,-18.16603382,-15.31098216,-16.37085361,-20.34853095,-29.89735285,-18.49327572
hsa-miR-1(2),-10.86174827,-9.920261632,-7.545373837,-7.459782617,-13.81886844,-12.77840165,-8.222965735,-10.89169815,-9.742382742,-13.32868416,-10.55786816,-14.24787212,-14.76565663,-12.61667269,-9.311939141,-12.3948551,-11.50147569,-10.61484581,-10.62586019,-9.542016814,-13.80022603,-14.7066022,-10.85472091,-17.24674983,-13.09170973,-12.73736329,-11.2109515,-11.01187096,-12.30368454,-14.81055317,-11.2738464,-12.12272663
hsa-miR-574-3p(1),-29.89735285,-13.08289556,-13.83353649,-14.29060066,-13.101402,-29.89735285,-13.07898288,-12.27540116,-10.43043798,-13.7636487,-11.46384076,-11.67062552,-13.8377549,-12.47562494,-12.08749054,-12.26963374,-15.13455559,-14.89594466,-13.08945712,-11.73935961,-11.95865195,-11.70665525,-10.51190328,-8.580359874,-10.84623952,-10.74445408,-12.34285393,-12.30955337,-11.96190001,-11.20329089,-13.73386041,-10.9373679
hsa-miR-488(1),-9.22583511,-9.912196069,-13.14579572,-13.62414004,-10.15315135,-10.91710448,-14.71822129,-13.00593699,-15.60244497,-9.650405866,-12.21770782,-11.9143203,-15.08858974,-11.4235401,-12.69585108,-11.99699899,-14.86979237,-15.65358382,-12.32038881,-15.1397545,-13.54959309,-9.49720201,-14.76164357,-11.68939958,-16.05382432,-12.65490442,-13.14384881,-13.23154507,-11.20701038,-13.15691327,-10.92592157,-15.07857098
hsa-miR-660(1),-13.44614174,-11.60700996,-13.14579572,-13.86332771,-11.33726636,-14.10121182,-12.78176049,-10.70554661,-14.01509192,-11.09015204,-11.61701705,-11.15930349,-13.44292503,-11.2321731,-10.52532316,-10.44593043,-15.13455559,-11.69876393,-12.1545566,-11.70500706,-13.57401656,-10.0062159,-10.65829281,-10.03286743,-11.7197484,-11.2101173,-10.23679979,-11.56061531,-10.93399388,-10.79163357,-10.56335242,-11.64646694
hsa-miR-1269(1),-29.89735285,-16.59528518,-20.14580879,-29.89735285,-18.72367572,-15.36475342,-20.16095092,-14.60603824,-29.89735285,-17.76485312,-16.59528518,-12.72779969,-13.8377549,-13.0136237,-10.35876225,-17.13455559,-9.797460601,-21.23557476,-20.11599314,-14.90034984,-14.80228555,-29.89735285,-16.51202968,-14.59528518,-16.27621674,-14.94971592,-13.01209738,-13.77979091,-13.07925755,-20.08517555,-29.89735285,-20.07717389
hsa-miR-505(1),-13.83353649,-13.57050208,-13.39085931,-14.83986874,-13.79611579,-29.89735285,-13.27240037,-13.58284042,-12.01540247,-12.53319254,-12.01349247,-11.01935584,-14.27908207,-12.68044599,-12.65823918,-12.01438747,-12.20774383,-13.96809445,-12.92569704,-12.81322961,-12.47089152,-29.89735285,-11.53743604,-10.57262512,-11.93025609,-11.70935328,-13.07758539,-12.57258338,-11.18054009,-12.10554133,-13.73386041,-11.04074496
hsa-miR-30d(1),-8.294575166,-6.996776399,-7.228605476,-7.534827873,-7.441366751,-8.525418317,-7.156522144,-6.821175798,-7.646166928,-6.801908021,-6.647939307,-6.772367661,-8.88427149,-6.431770009,-6.684555784,-7.215695571,-6.68997161,-6.606852879,-6.673315546,-6.757828199,-7.37279464,-5.891272426,-7.758265271,-6.887124585,-7.843941313,-6.626997067,-6.799957704,-7.470347756,-6.743033192,-6.423516576,-5.850633403,-7.441995279
hsa-miR-204(1),-11.99501307,-13.17694826,-13.23890425,-15.11907034,-8.170805799,-13.5154044,-12.11401566,-10.69689482,-11.27843688,-9.809304824,-9.075492474,-11.76826609,-12.22841248,-9.394001673,-9.855818021,-9.763167217,-12.36821211,-10.97095261,-11.13951689,-13.256416,-10.02511085,-10.06280002,-11.18604214,-8.793222524,-9.350991532,-8.936084757,-9.168571212,-11.21268983,-9.244222632,-10.1653892,-11.92592157,-9.954091148
hsa-miR-7(3),-2.095470899,-2.051999863,-4.80786863,-6.349399649,-2.845337886,-3.270141976,-7.03161392,-3.992925983,-7.942151716,-2.169424702,-3.841003889,-4.215732965,-5.430417636,-3.313308015,-4.452957464,-3.1840566,-5.242874864,-3.757533926,-3.999374122,-5.812493304,-5.776165196,-4.138709151,-6.5155092,-4.68468894,-6.088841689,-5.72767163,-3.796440345,-4.964763714,-3.595627835,-5.280444768,-5.540983635,-5.990700669
hsa-miR-197(1),-13.36475342,-12.25764473,-13.08510033,-14.3586789,-12.24246514,-16.10374954,-12.66928576,-12.18491318,-10.95650592,-12.00925772,-10.98714639,-10.88321793,-12.56283514,-11.2158399,-11.68770911,-11.67193828,-12.24621705,-12.99757112,-12.97199545,-12.86647023,-11.75621863,-12.12169114,-12.1095778,-9.41567067,-11.85430955,-10.42679724,-11.36994458,-13.15754588,-11.04901111,-11.29451628,-12.14831492,-11.35582135
hsa-let-7b(1),-7.355073357,-6.342923845,-6.726048065,-7.443805143,-6.563995196,-7.865062578,-6.365693095,-5.986913236,-5.813685255,-5.319452939,-6.526962231,-6.635386655,-8.47131747,-6.878768409,-6.73649939,-6.364669955,-7.769259071,-7.852921378,-6.923188096,-6.633903686,-7.351233911,-6.465387569,-7.250776346,-7.818866156,-6.423667292,-6.670402288,-6.783580012,-6.790002624,-6.972699801,-7.084849027,-6.875295469,-8.227287938
hsa-miR-29b(2),-9.678308443,-6.664282383,-9.09537774,-10.49702165,-5.395956255,-10.63000607,-9.981228473,-9.541011578,-10.39090967,-6.95265366,-7.406180144,-6.377541581,-10.98478801,-6.455991802,-7.386180033,-5.600923692,-9.94787805,-9.95472381,-8.337895005,-7.271616814,-8.545249064,-4.776421067,-8.15455619,-4.510647233,-8.414058615,-6.622434882,-6.399809791,-6.254166589,-5.114499179,-6.084204331,-6.902539532,-7.024124295
hsa-miR-221(1),-10.96431925,-9.777169409,-8.527405726,-8.494385574,-12.0397302,-11.99878689,-7.860356287,-8.948651266,-7.19097235,-11.87067813,-9.20994385,-9.876542425,-10.06958685,-10.51657686,-9.491559047,-10.87723016,-8.897251732,-10.05545072,-9.123752413,-10.10237228,-9.958465334,-12.38472812,-9.73664062,-11.22889025,-10.0519164,-9.35179915,-10.17434359,-10.25065704,-9.93953096,-10.30986282,-8.951916877,-9.383868123
hsa-miR-136-3p(1),-15.21457767,-14.12679219,-14.54613753,-13.24933239,-13.62596278,-16.68516048,-13.80434802,-15.05873981,-13.60065169,-16.28771238,-17.48266762,-15.04892552,-18.08758473,-16.01509192,-16.15546458,-12.06911718,-13.75564483,-14.09614973,-15.55305695,-12.02390874,-16.89243018,-29.89735285,-15.98671012,-17.61252875,-17.0518628,-15.60244497,-16.12421365,-16.48531234,-17.37575241,-15.34060733,-13.73386041,-15.68364106
hsa-miR-223(1),-13.53410784,-11.86251091,-10.80928411,-12.3240681,-13.12527029,-15.68364106,-8.941968999,-11.76760699,-7.978311334,-15.68364106,-12.32431224,-13.09652877,-13.04199768,-14.06120385,-12.1645031,-12.3100075,-13.06335099,-14.43012942,-11.36100697,-15.03917754,-14.51202968,-29.89735285,-13.81470481,-13.13840098,-14.15020886,-13.05224264,-12.76911681,-15.15546458,-12.77207057,-13.23393373,-29.89735285,-13.15806008
hsa-miR-27a(1),-11.9492138,-8.21385231,-8.677930828,-7.905596444,-8.676697028,-12.45646747,-7.697230121,-8.412875093,-6.963738732,-9.612990738,-8.384676038,-7.150404371,-11.19765163,-8.435204093,-7.259055051,-7.656280937,-9.065502883,-9.596867344,-8.333074951,-6.978001939,-8.766024007,-6.204818546,-6.688019974,-5.345227374,-7.035562058,-6.904723392,-7.690271786,-6.996668615,-7.488700734,-7.151950567,-7.388980649,-7.203668105
hsa-miR-370(1),-14.21183751,-12.69793931,-12.63009067,-13.69699061,-17.99046226,-11.93040249,-11.78176049,-12.76987232,-12.43043997,-16.34660607,-15.86979237,-12.66767969,-12.69408133,-14.7221152,-15.66103963,-13.27498639,-12.13374495,-11.40625919,-15.7066022,-10.97630808,-16.20910254,-29.89735285,-18.93156857,-18.27621674,-17.0518628,-16.08357166,-16.47213695,-15.66853416,-14.57050208,-15.67606784,-14.73386041,-16.7552458
hsa-miR-323b(1),-29.89735285,-19.76806984,-29.89735285,-17.59243118,-20.1176335,-29.89735285,-17.46168259,-19.49860916,-29.89735285,-29.89735285,-19.72993471,-14.18740747,-29.89735285,-19.14916,-17.93880014,-14.0440433,-17.45648369,-15.25914323,-18.55861647,-13.80228555,-20.88333238,-29.89735285,-20.51364856,-20.86117924,-20.13912964,-29.89735285,-18.5039624,-16.48531234,-16.96255626,-19.0285303,-29.89735285,-19.07557887
hsa-miR-181b(2),-17.53376561,-13.48365882,-13.05833365,-14.16868828,-14.40800661,-17.68668151,-12.85052726,-12.64189085,-11.20804755,-14.72601966,-12.16751972,-11.50192332,-13.50195261,-12.60054417,-12.19303039,-13.08113167,-14.86979237,-14.34060733,-13.04743469,-12.80800583,-13.554792,-14.1216397,-12.82709561,-13.61868561,-12.87217003,-12.40978756,-12.26523093,-12.73801364,-12.75244571,-12.51509191,-12.14831492,-12.55336043
hsa-miR-30e(1),-8.456023086,-6.749375208,-7.021144695,-6.713800457,-7.266140266,-9.117333802,-6.56061504,-6.987771567,-7.862271203,-6.045218766,-8.241199056,-8.457271963,-11.19765163,-8.304132722,-7.765592585,-8.04438147,-7.034659316,-7.048127024,-6.76627039,-7.408704117,-7.668909621,-6.761211888,-8.107715338,-7.694510416,-8.167448371,-7.320671305,-8.258483911,-7.996668431,-7.158777094,-7.343686065,-6.548401203,-8.368697965
hsa-miR-216a(1),-15.21457767,-13.911422,-16.10374954,-11.74887627,-15.95887592,-13.87845723,-19.15757224,-15.03917754,-15.60244497,-16.53925115,-15.23668838,-16.4333177,-18.08758473,-15.56000971,-18.16179683,-16.80558692,-29.89735285,-17.32987205,-15.17134762,-18.92437307,-15.67606784,-29.89735285,-16.60964047,-15.56699614,-14.78182145,-18.41051783,-15.17134762,-15.01987699,-14.96347782,-16.37085361,-29.89735285,-17.26936307
hsa-miR-375(1),-1.165104697,-3.663726961,-3.215940273,-4.905756708,-2.695835555,-0.623211775,-5.330795839,-1.56002172,-4.656383421,-3.052851273,-1.752893123,-2.310810483,-0.409470861,-1.688327877,-2.608310205,-2.675086498,-1.014146313,-0.88514396,-2.052190409,-3.020290982,-0.952231094,-3.205813849,-1.994179311,-3.713626657,-1.381193416,-2.38813823,-2.309264718,-2.294833579,-4.148218173,-1.997198049,-2.010042181,-1.675586144
hsa-miR-378(1),-11.04232016,-10.43289286,-8.15179136,-8.059323099,-13.58816075,-10.56634847,-7.740519536,-8.949292957,-7.786582189,-12.3267411,-10.93992485,-11.48019671,-9.009579652,-9.783918437,-10.3341901,-12.67451079,-9.654771839,-9.862028846,-9.963027046,-9.226524611,-11.80983822,-11.89930239,-10.42592967,-13.88717445,-12.80879233,-9.791404713,-11.23213146,-11.31960688,-10.11015012,-11.46851836,-7.826385846,-9.585067025
hsa-miR-454(1),-29.89735285,-13.49360848,-14.78997229,-17.14288286,-12.01492473,-29.89735285,-17.84071514,-15.94971592,-15.60244497,-13.47541953,-12.35008174,-12.05742327,-15.08858974,-12.78173001,-12.79733736,-11.13239382,-29.89735285,-15.00556915,-14.67984948,-15.1397545,-15.56000971,-12.12169114,-13.74570202,-12.97551192,-14.04160837,-13.40957561,-11.69486549,-13.77979091,-13.67606784,-13.12954342,-29.89735285,-13.47706363
hsa-miR-142-3p(1),-11.19432461,-8.448317589,-8.938776775,-9.932273182,-11.04373871,-14.68364106,-7.563667086,-10.24907603,-7.539667431,-11.59199912,-11.03858565,-11.52483209,-14.1793552,-12.7949055,-11.79733223,-11.69359861,-8.430532551,-11.52345541,-7.901238009,-12.7074318,-12.04203419,-10.53673078,-11.67236671,-9.915759095,-11.83592892,-10.07887365,-11.75163958,-10.80705173,-10.21370711,-11.3817762,-9.645813812,-9.848101209
hsa-miR-29a(1),-7.087607291,-5.907764152,-7.461143301,-7.00153187,-5.490999519,-8.775396355,-6.564850761,-6.167071693,-6.432945207,-6.618522016,-6.539774406,-5.840435539,-8.46342873,-5.808279131,-5.266729219,-5.770545129,-7.027835443,-6.672825448,-5.880581285,-5.841199068,-6.374263554,-5.315777454,-6.555666413,-4.748156959,-6.000585414,-5.961072841,-5.598910699,-5.266346478,-5.515698485,-5.994509476,-6.387516369,-6.336032391
hsa-miR-129-1-3p(1),-14.94971592,-14.16338424,-16.47213695,-18.24899527,-14.05627997,-14.36475342,-14.97272589,-18.27621674,-29.89735285,-14.15283433,-12.72242717,-9.636371317,-13.33165573,-11.59730869,-12.7095272,-12.24102576,-29.89735285,-13.95428865,-13.43651304,-14.56349869,-17.24450788,-15.7066022,-15.56000971,-11.76844727,-18.44099844,-14.41114632,-11.01449491,-15.89594466,-11.92297748,-13.90920076,-12.7332807,-13.7737164
hsa-miR-382-5p(1),-15.21457767,-13.94971592,-13.24492798,-14.89594466,-17.99046226,-12.32773455,-12.05784763,-11.67548729,-10.64616635,-17.47476242,-16.17668107,-12.74013423,-13.38621792,-14.40800661,-15.66103963,-13.44453249,-29.89735285,-11.75620366,-15.92257979,-11.96175038,-16.91364666,-29.89735285,-16.60964047,-19.54200176,-17.55583403,-16.08357166,-16.14497221,-15.89594466,-14.78997229,-15.93156857,-12.7332807,-17.26936307
hsa-miR-141(1),-8.452024733,-6.261357921,-7.996388415,-7.379318558,-6.007853532,-8.979657365,-8.578918169,-6.976411994,-10.01540098,-5.04486192,-7.315223279,-6.019707838,-11.08267965,-7.484181024,-6.637013869,-6.485241768,-6.086074794,-6.526942675,-6.192589785,-6.748870065,-6.352091516,-5.342521052,-6.360308322,-6.559680052,-6.639926596,-4.914019237,-6.834150355,-6.923928743,-6.870959769,-6.086107725,-6.284127794,-6.455440326
hsa-miR-490-3p(1),-29.89735285,-17.31098216,-12.92661781,-11.41839763,-20.79669051,-16.10374954,-13.8849902,-12.69474115,-11.60036497,-18.35142308,-20.72993471,-29.89735285,-29.89735285,-20.14748343,-18.42567764,-21.80459571,-29.89735285,-29.89735285,-18.63878682,-13.70274988,-18.48266762,-13.12169114,-13.26678709,-29.89735285,-17.33225078,-29.89735285,-21.41353708,-13.57225825,-15.37697972,-18.58107132,-14.73386041,-16.49860916
hsa-miR-193a-3p(1),-15.94971592,-12.69258114,-12.63799576,-12.10585925,-12.39626208,-29.89735285,-12.67732413,-14.99610882,-13.60065169,-14.34961482,-13.39396188,-12.39243303,-15.08858974,-11.67637945,-14.22282953,-12.24794229,-12.5976887,-13.13268856,-12.87605836,-12.59532089,-12.93557535,-11.0062159,-13.48200719,-9.785389417,-13.47377731,-11.24991902,-12.44574731,-12.83562306,-9.409230287,-11.26151785,-12.41135064,-12.06569305
